Unnamed: 0_level_0 - id,Unnamed: 1_level_0 - S1,Unnamed: 2_level_0 - S2,Unnamed: 3_level_0 - S3,Unnamed: 4_level_0 - S4,Unnamed: 5_level_0 - S5,Unnamed: 6_level_0 - S6a,Unnamed: 7_level_0 - S6b,Unnamed: 8_level_0 - S7,Unnamed: 9_level_0 - S8,Unnamed: 10_level_0 - S9,Unnamed: 11_level_0 - Q1_SQ001,Unnamed: 12_level_0 - Q1bOE1,Unnamed: 13_level_0 - Q1bOE2,Unnamed: 14_level_0 - Q1BOE3,NEW POLICY - Q2_SQ001,NEW POLICY - Q3_SQ001,NEW POLICY - Q3_SQ002,NEW POLICY - Q3_SQ003,NEW POLICY - Q3_SQ004,NEW POLICY - Q3_SQ005,NEW POLICY - Q4,NEW POLICY - Q4_other,NEW POLICY - Q4a_SQ001,ALL - Q5,ALL - Q5a_SQ001,1 to 5 - Q6_SQ001,ALL 1 to 5 - Q7_SQ001,ALL 1 to 5 - Q8_SQ001,if cashless is selected then Q10-11 if reimbersment then Q10-12 - Q9,1 to 5 - Q10_SQ001,1 to 5 - Q10_SQ002,1 to 5 - Q10_SQ003,1 to 5 - Q10_SQ004,old data - Q11,old data - Q12,RENEWAL - Q13_SQ001,RENEWAL - Q14_SQ001,RENEWAL - Q14_SQ002,RENEWAL - Q14_SQ003,RENEWAL - Q14_SQ004,RENEWAL - Q14_SQ005,RENEWAL - Q15_1,RENEWAL - Q15_2,RENEWAL - Q15_3,RENEWAL - Q15_4,ALL - Q16_AO01,ALL - Q16_AO02,ALL - Q16_AO03,ALL - Q16_AO04,ALL - Q16_AO05,ALL - Q16_other
12500,No,None of these,Yes,LUDHIANA,21 – 30 years,MASTERS,SELF EMPLOYED,NIVA BUPA,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,9.0,8.0,9.0,10.0,8.0,2.0,4.0,1.0,3.0,1,1,0,0,0,0
12501,No,None of these,Yes,KOLKATA,21 – 30 years,MASTERS,SELF EMPLOYED,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,"20,000 – 50,000",3,,,,,,,,,,,,,No,,,3,,,,,,,,,4.0,7.0,3.0,7.0,7.0,6.0,4.0,1.0,3.0,2.0,1,1,0,0,0,0
12502,No,None of these,Yes,KOLKATA,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,NIVA BUPA,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,7.0,9.0,9.0,10.0,10.0,1.0,4.0,2.0,3.0,0,1,0,0,0,0
12503,No,None of these,Yes,AHMEDABAD,21 – 30 years,PROFESSIONAL DEGREE,SELF EMPLOYED,BAGIC,Renewal of the old policy with the same insurance company,Refused,9,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,8.0,10.0,9.0,10.0,9.0,1.0,4.0,2.0,3.0,1,1,0,0,0,0
12508,No,None of these,Yes,CHENNAI,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,BAGIC,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,9,,,,,,,,,,,,,Yes,10.0,4.0,5,9.0,Cashless,5.0,2.0,5.0,3.0,1.0,,10.0,9.0,7.0,9.0,9.0,9.0,1.0,2.0,3.0,4.0,1,0,0,0,0,0
12509,No,None of these,Yes,LUDHIANA,31 – 40 years,MASTERS,SALARIED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",10,,,,,,,,,,,,,No,,,5,,,,,,,,,8.0,7.0,7.0,7.0,9.0,7.0,2.0,1.0,4.0,3.0,1,1,0,0,0,0
12510,No,None of these,Yes,DELHI,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,7,,,,,,,,,,,,,No,,,4,,,,,,,,,8.0,9.0,9.0,8.0,8.0,8.0,1.0,3.0,4.0,2.0,1,1,1,0,0,0
12511,No,None of these,Yes,JAIPUR,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,HDFC ERGO,Renewal of the old policy with the same insurance company,"20,000 – 50,000",5,,,,,,,,,,,,,No,,,3,,,,,,,,,3.0,5.0,2.0,3.0,5.0,5.0,1.0,3.0,2.0,4.0,1,1,1,0,0,0
12518,No,None of these,Yes,HYDERABAD,51 – 60 years,HIGH SCHOOL,HOUSE MAKER,BAGIC,Renewal of the old policy with the same insurance company,Refused,9,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,10.0,10.0,9.0,9.0,7.0,1.0,2.0,3.0,4.0,0,0,1,0,0,0
12520,No,None of these,Yes,MUMBAI,31 – 40 years,MASTERS,SELF EMPLOYED,BAGIC,Renewal of the old policy with the same insurance company,Refused,9,,,,,,,,,,,,,Yes,10.0,5.0,5,8.0,Cashless,4.0,4.0,4.0,4.0,1.0,,10.0,10.0,9.0,9.0,9.0,10.0,2.0,1.0,3.0,4.0,1,0,0,0,0,0
12521,No,None of these,Yes,PUNE,21 – 30 years,MASTERS,SELF EMPLOYED,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,8,,,,,,,,,,,,,Yes,7.0,3.0,4,9.0,Cashless,4.0,4.0,5.0,5.0,1.0,,6.0,7.0,8.0,7.0,9.0,4.0,2.0,1.0,3.0,4.0,1,0,0,0,0,0
12522,No,None of these,Yes,HYDERABAD,31 – 40 years,MASTERS,SELF EMPLOYED,HDFC ERGO,Renewal of the old policy with the same insurance company,"20,000 – 50,000",6,,,,,,,,,,,,,Yes,7.0,5.0,4,6.0,Cashless,4.0,2.0,3.0,3.0,1.0,,3.0,5.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1,0,0,0,0,0
12524,No,None of these,Yes,MUMBAI,21 – 30 years,PROFESSIONAL DEGREE,SALARIED,ICICI LOMBARD,New policy,"50,001 – 1,00,000",9,,,,10.0,9.0,9.0,9.0,9.0,9.0,COMPANY AGENT,,5.0,Yes,10.0,5.0,4,9.0,Cashless,4.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,1,1,0,0,0,0
12526,No,None of these,Yes,MUMBAI,51 – 60 years,LESS THAN HIGH SCHOOL,SELF EMPLOYED,HDFC ERGO,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,10.0,10.0,9.0,10.0,10.0,1.0,3.0,4.0,2.0,1,1,0,0,0,0
12528,No,None of these,Yes,MUMBAI,41 – 50 years,PROFESSIONAL DEGREE,HOUSE MAKER,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,4,,,,,,,,,,,,,Yes,3.0,3.0,2,5.0,Cashless,4.0,4.0,4.0,2.0,2.0,,5.0,6.0,6.0,8.0,8.0,4.0,2.0,1.0,3.0,4.0,1,0,0,0,0,0
12529,No,None of these,Yes,KOLKATA,41 – 50 years,PROFESSIONAL DEGREE,SALARIED,ADITYA BIRLA HEALTH,New policy,"50,001 – 1,00,000",9,,,,10.0,9.0,9.0,8.0,9.0,9.0,COMPANY AGENT,,5.0,No,,,4,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0
12531,No,None of these,Yes,PUNE,31 – 40 years,MASTERS,SELF EMPLOYED,STAR HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",8,,,,,,,,,,,,,Yes,10.0,4.0,5,9.0,Reimbursement,5.0,2.0,5.0,4.0,,3.0,6.0,9.0,9.0,4.0,7.0,6.0,1.0,3.0,2.0,4.0,1,0,0,0,1,0
12536,No,None of these,Yes,KANPUR,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,NEW INDIA ASSURANCE,Renewal policy from other company,"50,001 – 1,00,000",10,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,9.0,9.0,9.0,10.0,8.0,2.0,1.0,4.0,3.0,1,1,0,0,0,0
12538,No,None of these,Yes,KOLKATA,31 – 40 years,MASTERS,SELF EMPLOYED,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,"20,000 – 50,000",8,,,,,,,,,,,,,Yes,7.0,4.0,3,9.0,Reimbursement,5.0,4.0,4.0,5.0,,2.0,9.0,8.0,9.0,10.0,9.0,8.0,4.0,1.0,2.0,3.0,1,1,0,0,0,0
12541,No,None of these,Yes,BANGALORE,21 – 30 years,MASTERS,SELF EMPLOYED,STAR HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",7,,,,,,,,,,,,,Yes,9.0,4.0,4,9.0,Reimbursement,4.0,5.0,4.0,4.0,,2.0,6.0,8.0,6.0,4.0,8.0,6.0,4.0,3.0,1.0,2.0,1,1,0,0,0,0
12542,No,None of these,Yes,JAIPUR,31 – 40 years,PROFESSIONAL DEGREE,UNEMPLOYED,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",3,,,,,,,,,,,,,No,,,3,,,,,,,,,2.0,4.0,3.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,0,1,0,0,0,0
12543,No,None of these,Yes,BANGALORE,21 – 30 years,PROFESSIONAL DEGREE,SALARIED,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",8,,,,,,,,,,,,,Yes,9.0,4.0,5,9.0,Reimbursement,4.0,5.0,5.0,5.0,,2.0,8.0,10.0,8.0,8.0,9.0,10.0,3.0,2.0,1.0,4.0,1,1,1,0,0,0
12547,No,None of these,Yes,LUDHIANA,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,NIVA BUPA,Renewal of the old policy with the same insurance company,"20,000 – 50,000",8,,,,,,,,,,,,,Yes,9.0,4.0,5,9.0,Reimbursement,4.0,5.0,4.0,5.0,,2.0,9.0,7.0,8.0,9.0,9.0,7.0,4.0,3.0,2.0,1.0,0,0,0,0,1,0
12548,No,None of these,Yes,KANPUR,31 – 40 years,MASTERS,SALARIED,ICICI LOMBARD,New policy,"20,000 – 50,000",9,,,,10.0,9.0,10.0,10.0,9.0,9.0,DIRECT BRANCH,,4.0,No,,,4,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
12550,No,None of these,Yes,MUMBAI,41 – 50 years,PROFESSIONAL DEGREE,SELF EMPLOYED,BAGIC,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,Yes,10.0,5.0,5,10.0,Reimbursement,5.0,4.0,5.0,5.0,,3.0,9.0,10.0,8.0,9.0,10.0,9.0,1.0,3.0,2.0,4.0,1,0,0,0,0,0
12553,No,None of these,Yes,AHMEDABAD,41 – 50 years,PROFESSIONAL DEGREE,SELF EMPLOYED,BAGIC,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,10.0,9.0,9.0,7.0,10.0,1.0,2.0,4.0,3.0,1,0,1,0,0,0
12554,No,None of these,Yes,BANGALORE,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,CARE HEALTH,New policy,"50,001 – 1,00,000",8,,,,9.0,9.0,9.0,9.0,8.0,9.0,THROUGH YOUR DEALER,,4.0,No,,,5,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
12555,No,None of these,Yes,DELHI,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",6,,,,,,,,,,,,,Yes,5.0,4.0,4,4.0,Cashless,3.0,4.0,4.0,2.0,1.0,,5.0,6.0,8.0,4.0,6.0,4.0,2.0,4.0,3.0,1.0,1,0,0,0,0,0
12558,No,None of these,Yes,CHENNAI,31 – 40 years,PROFESSIONAL DEGREE,UNEMPLOYED,NIVA BUPA,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,7,,,,,,,,,,,,,Yes,7.0,2.0,4,9.0,Cashless,5.0,5.0,4.0,5.0,1.0,,8.0,7.0,10.0,7.0,9.0,9.0,1.0,3.0,2.0,4.0,1,0,0,0,1,0
12559,No,None of these,Yes,DELHI,31 – 40 years,MASTERS,SALARIED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",5,,,,,,,,,,,,,No,,,4,,,,,,,,,4.0,6.0,3.0,7.0,4.0,3.0,2.0,4.0,3.0,1.0,1,0,0,0,0,0
12562,No,None of these,Yes,DELHI,21 – 30 years,MASTERS,SALARIED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",8,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,8.0,10.0,10.0,10.0,9.0,2.0,1.0,3.0,4.0,1,0,0,0,1,0
12563,No,None of these,Yes,CHENNAI,51 – 60 years,LESS THAN HIGH SCHOOL,HOUSE MAKER,STAR HEALTH,Renewal of the old policy with the same insurance company,Refused,9,,,,,,,,,,,,,Yes,10.0,4.0,5,10.0,Cashless,4.0,5.0,5.0,4.0,1.0,,10.0,10.0,7.0,9.0,8.0,7.0,2.0,1.0,4.0,3.0,0,1,0,0,1,0
12564,No,None of these,Yes,MUMBAI,41 – 50 years,PROFESSIONAL DEGREE,SELF EMPLOYED,ICICI LOMBARD,New policy,Above Rs 1 lakh,8,,,,10.0,10.0,8.0,10.0,9.0,10.0,COMPANY AGENT,,3.0,Yes,9.0,5.0,4,9.0,Cashless,5.0,4.0,5.0,5.0,1.0,,,,,,,,,,,,1,1,1,0,0,0
12567,No,None of these,Yes,KOLKATA,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,CARE HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,Yes,9.0,4.0,5,9.0,Cashless,4.0,5.0,5.0,4.0,1.0,,9.0,9.0,10.0,9.0,8.0,8.0,1.0,3.0,2.0,4.0,1,0,0,0,1,0
12568,No,None of these,Yes,INDORE,31 – 40 years,MASTERS,SELF EMPLOYED,STAR HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,Yes,9.0,4.0,5,9.0,Cashless,2.0,4.0,2.0,1.0,3.0,,10.0,9.0,9.0,9.0,9.0,8.0,1.0,3.0,2.0,4.0,0,1,0,0,1,0
12570,No,None of these,Yes,HYDERABAD,51 – 60 years,HIGH SCHOOL,SELF EMPLOYED,CARE HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",10,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,10.0,9.0,10.0,10.0,8.0,4.0,1.0,3.0,2.0,1,0,0,0,0,0
12572,No,None of these,Yes,LUDHIANA,21 – 30 years,PROFESSIONAL DEGREE,SALARIED,NEW INDIA ASSURANCE,New policy,"20,000 – 50,000",8,,,,8.0,7.0,8.0,9.0,9.0,9.0,DIRECT BRANCH,,5.0,No,,,3,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
12573,No,None of these,Yes,DELHI,41 – 50 years,PROFESSIONAL DEGREE,SELF EMPLOYED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",7,,,,,,,,,,,,,No,,,4,,,,,,,,,8.0,8.0,9.0,10.0,7.0,8.0,4.0,3.0,1.0,2.0,1,0,0,0,0,0
12575,No,None of these,Yes,PUNE,51 – 60 years,PROFESSIONAL DEGREE,HOUSE MAKER,BAGIC,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,No,,,4,,,,,,,,,10.0,10.0,9.0,9.0,8.0,9.0,1.0,3.0,2.0,4.0,1,1,0,0,0,0
12576,No,None of these,Yes,LUDHIANA,31 – 40 years,MASTERS,SELF EMPLOYED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,8,,,,,,,,,,,,,No,,,5,,,,,,,,,6.0,6.0,3.0,7.0,8.0,8.0,2.0,1.0,3.0,4.0,1,1,0,0,1,0
12581,No,None of these,Yes,INDORE,31 – 40 years,MASTERS,SELF EMPLOYED,HDFC ERGO,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",5,,,,,,,,,,,,,No,,,5,,,,,,,,,4.0,3.0,5.0,3.0,7.0,7.0,4.0,3.0,1.0,2.0,1,0,0,0,1,0
12586,No,None of these,Yes,INDORE,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,NIVA BUPA,New policy,Above Rs 1 lakh,10,,,,9.0,9.0,10.0,9.0,10.0,9.0,COMPANY AGENT,,4.0,No,,,5,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0
12587,No,None of these,Yes,KOLKATA,21 – 30 years,MASTERS,SELF EMPLOYED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,Refused,10,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,9.0,10.0,9.0,9.0,9.0,1.0,4.0,3.0,2.0,0,1,0,0,1,0
12589,No,None of these,Yes,HYDERABAD,41 – 50 years,HIGH SCHOOL,SELF EMPLOYED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,Yes,10.0,4.0,5,10.0,Reimbursement,4.0,3.0,5.0,5.0,,3.0,9.0,9.0,8.0,9.0,10.0,10.0,2.0,1.0,3.0,4.0,1,1,1,0,0,0
12590,No,None of these,Yes,INDORE,31 – 40 years,MASTERS,SALARIED,NEW INDIA ASSURANCE,Renewal policy from other company,"50,001 – 1,00,000",10,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,9.0,7.0,10.0,9.0,10.0,1.0,3.0,2.0,4.0,0,0,0,0,1,0
12592,No,None of these,Yes,INDORE,51 – 60 years,PROFESSIONAL DEGREE,HOUSE MAKER,STAR HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,No,,,4,,,,,,,,,10.0,9.0,7.0,9.0,7.0,7.0,2.0,4.0,3.0,1.0,1,0,1,0,0,0
12594,No,None of these,Yes,KANPUR,21 – 30 years,MASTERS,SELF EMPLOYED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,"20,000 – 50,000",9,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,10.0,10.0,9.0,10.0,8.0,1.0,3.0,2.0,4.0,1,1,1,0,0,0
12596,No,None of these,Yes,KOLKATA,21 – 30 years,MASTERS,SALARIED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,"20,000 – 50,000",9,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,9.0,10.0,9.0,7.0,10.0,1.0,3.0,2.0,4.0,1,1,1,0,0,0
12597,No,None of these,Yes,KANPUR,51 – 60 years,PROFESSIONAL DEGREE,SELF EMPLOYED,ADITYA BIRLA HEALTH,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,Yes,10.0,5.0,4,8.0,Cashless,3.0,4.0,4.0,5.0,4.0,,9.0,9.0,10.0,9.0,7.0,8.0,3.0,1.0,4.0,2.0,1,0,0,0,1,0
12601,No,None of these,Yes,MUMBAI,41 – 50 years,HIGH SCHOOL,HOUSE MAKER,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,9,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,9.0,10.0,10.0,8.0,10.0,1.0,3.0,2.0,4.0,1,0,0,0,0,0
12602,No,None of these,Yes,CHENNAI,51 – 60 years,HIGH SCHOOL,SELF EMPLOYED,BAGIC,New policy,Above Rs 1 lakh,9,,,,10.0,10.0,9.0,9.0,9.0,10.0,DIRECT BRANCH,,4.0,Yes,10.0,4.0,4,9.0,Cashless,5.0,4.0,4.0,5.0,1.0,,,,,,,,,,,,0,1,0,0,0,0
12604,No,None of these,Yes,MUMBAI,31 – 40 years,PROFESSIONAL DEGREE,UNEMPLOYED,STAR HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,Yes,9.0,5.0,5,9.0,Reimbursement,4.0,4.0,4.0,4.0,,1.0,9.0,9.0,7.0,9.0,9.0,9.0,3.0,4.0,1.0,2.0,1,1,0,0,0,0
12605,No,None of these,Yes,INDORE,31 – 40 years,MASTERS,SELF EMPLOYED,HDFC ERGO,Renewal of the old policy with the same insurance company,"20,000 – 50,000",9,,,,,,,,,,,,,No,,,4,,,,,,,,,10.0,9.0,10.0,9.0,7.0,9.0,1.0,2.0,3.0,4.0,1,0,0,0,0,0
12606,No,None of these,Yes,KOLKATA,21 – 30 years,PROFESSIONAL DEGREE,SALARIED,NIVA BUPA,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,Yes,9.0,4.0,4,8.0,Reimbursement,2.0,2.0,3.0,2.0,,2.0,10.0,10.0,8.0,9.0,7.0,8.0,4.0,1.0,3.0,2.0,1,0,0,0,0,0
12609,No,None of these,Yes,LUDHIANA,21 – 30 years,HIGH SCHOOL,SELF EMPLOYED,CARE HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,9.0,10.0,8.0,8.0,10.0,3.0,2.0,1.0,4.0,1,0,1,0,0,0
12612,No,None of these,Yes,LUDHIANA,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,NIVA BUPA,New policy,"20,000 – 50,000",10,,,,10.0,9.0,9.0,10.0,9.0,9.0,COMPANY AGENT,,4.0,Yes,10.0,5.0,4,9.0,Reimbursement,5.0,5.0,4.0,5.0,,2.0,,,,,,,,,,,1,0,0,0,0,0
12615,No,None of these,Yes,HYDERABAD,31 – 40 years,MASTERS,SALARIED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,"20,000 – 50,000",9,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,8.0,10.0,7.0,8.0,8.0,1.0,3.0,4.0,2.0,1,1,0,0,0,0
12617,No,None of these,Yes,AHMEDABAD,21 – 30 years,MASTERS,SALARIED,STAR HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",9,,,,,,,,,,,,,Yes,10.0,5.0,5,10.0,Reimbursement,4.0,3.0,5.0,5.0,,3.0,10.0,8.0,8.0,8.0,7.0,8.0,3.0,4.0,1.0,2.0,0,1,0,0,0,0
12620,No,None of these,Yes,MUMBAI,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,BAGIC,New policy,"20,000 – 50,000",9,,,,10.0,9.0,9.0,9.0,9.0,9.0,COMPANY AGENT,,4.0,Yes,7.0,3.0,5,10.0,Cashless,4.0,4.0,5.0,4.0,1.0,,,,,,,,,,,,1,1,0,0,0,0
12621,No,None of these,Yes,CHENNAI,41 – 50 years,PROFESSIONAL DEGREE,SALARIED,BAGIC,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,9,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,10.0,10.0,10.0,9.0,7.0,4.0,1.0,3.0,2.0,1,0,0,0,0,0
12628,No,None of these,Yes,BANGALORE,21 – 30 years,MASTERS,SALARIED,NEW INDIA ASSURANCE,New policy,"50,001 – 1,00,000",10,,,,8.0,8.0,10.0,8.0,10.0,9.0,COMPANY AGENT,,5.0,Yes,10.0,5.0,4,10.0,Reimbursement,5.0,4.0,5.0,4.0,,2.0,,,,,,,,,,,1,1,0,0,0,0
12632,No,None of these,Yes,CHENNAI,21 – 30 years,HIGH SCHOOL,SELF EMPLOYED,NIVA BUPA,Renewal of the old policy with the same insurance company,Refused,9,,,,,,,,,,,,,Yes,10.0,4.0,4,9.0,Cashless,4.0,4.0,4.0,4.0,1.0,,9.0,9.0,7.0,6.0,6.0,8.0,4.0,3.0,2.0,1.0,1,0,0,0,0,0
12633,No,None of these,Yes,INDORE,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,NEW INDIA ASSURANCE,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,8,,,,,,,,,,,,,No,,,3,,,,,,,,,9.0,9.0,7.0,7.0,7.0,8.0,2.0,1.0,3.0,4.0,0,0,0,0,1,0
12634,No,None of these,Yes,KANPUR,51 – 60 years,LESS THAN HIGH SCHOOL,HOUSE MAKER,STAR HEALTH,New policy,"50,001 – 1,00,000",10,,,,10.0,10.0,9.0,10.0,9.0,10.0,DIRECT BRANCH,,4.0,No,,,4,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0
12639,No,None of these,Yes,BANGALORE,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,NIVA BUPA,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,10,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,10.0,8.0,7.0,8.0,9.0,1.0,2.0,3.0,4.0,0,0,0,0,1,0
12641,No,None of these,Yes,CHENNAI,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,Above Rs 1 lakh,10,,,,,,,,,,,,,No,,,5,,,,,,,,,9.0,9.0,7.0,10.0,9.0,10.0,1.0,3.0,2.0,4.0,1,1,0,0,0,0
12642,No,None of these,Yes,AHMEDABAD,51 – 60 years,HIGH SCHOOL,SELF EMPLOYED,STAR HEALTH,New policy,"50,001 – 1,00,000",9,,,,10.0,8.0,10.0,9.0,8.0,8.0,COMPANY AGENT,,5.0,Yes,10.0,5.0,4,10.0,Cashless,4.0,3.0,5.0,4.0,1.0,,,,,,,,,,,,1,0,0,0,1,0
12643,No,None of these,Yes,DELHI,21 – 30 years,MASTERS,SALARIED,CARE HEALTH,New policy,Above Rs 1 lakh,10,,,,10.0,10.0,10.0,9.0,9.0,10.0,COMPANY AGENT,,5.0,Yes,10.0,5.0,5,9.0,Cashless,4.0,3.0,5.0,4.0,3.0,,,,,,,,,,,,1,0,0,0,0,0
12644,No,None of these,Yes,INDORE,41 – 50 years,HIGH SCHOOL,SALARIED,STAR HEALTH,New policy,Above Rs 1 lakh,9,,,,10.0,9.0,9.0,9.0,9.0,9.0,COMPANY AGENT,,5.0,Yes,10.0,5.0,5,9.0,Cashless,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,1,1,0,0,1,0
12646,No,None of these,Yes,JAIPUR,41 – 50 years,HIGH SCHOOL,UNEMPLOYED,ICICI LOMBARD,Renewal of the old policy with the same insurance company,"50,001 – 1,00,000",9,,,,,,,,,,,,,No,,,5,,,,,,,,,10.0,10.0,7.0,7.0,10.0,10.0,3.0,4.0,1.0,2.0,1,1,1,0,0,0
12652,No,None of these,Yes,HYDERABAD,41 – 50 years,LESS THAN HIGH SCHOOL,SELF EMPLOYED,HDFC ERGO,New policy,"20,000 – 50,000",9,,,,10.0,9.0,8.0,8.0,8.0,9.0,COMPANY AGENT,,5.0,No,,,4,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0
12657,No,None of these,Yes,HYDERABAD,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,CARE HEALTH,Renewal of the old policy with the same insurance company,Refused,5,,,,,,,,,,,,,No,,,3,,,,,,,,,3.0,3.0,4.0,5.0,5.0,5.0,1.0,4.0,2.0,3.0,0,0,0,0,1,0
12660,No,None of these,Yes,DELHI,31 – 40 years,PROFESSIONAL DEGREE,SELF EMPLOYED,STAR HEALTH,Renewal of the old policy with the same insurance company,"20,000 – 50,000",10,,,,,,,,,,,,,No,,,4,,,,,,,,,9.0,9.0,7.0,10.0,8.0,8.0,1.0,2.0,4.0,3.0,1,1,0,0,0,0
12661,No,None of these,Yes,AHMEDABAD,31 – 40 years,PROFESSIONAL DEGREE,SALARIED,HDFC ERGO,Renewal of the old policy with the same insurance company,"20,000 – 50,000",9,,,,,,,,,,,,,Yes,10.0,5.0,5,9.0,Cashless,5.0,3.0,5.0,5.0,1.0,,8.0,9.0,6.0,6.0,9.0,7.0,1.0,4.0,2.0,3.0,1,1,0,0,0,0
